image_path,family,category,split,rendered_text,source_font,random_seed,image_size,applied_effects,image_index
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0010.png,Alegreya,serif,train,Page Layout,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000136,224x96,"{""actual_font_size"": 28, ""background"": ""light"", ""background_rgb"": [250, 252, 244], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [11, 31, 42], ""horizontal_shift_px"": 12, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 220.67, ""requested_font_size"": 38, ""rotation_degrees"": -0.32, ""scale_factor"": 1.0498, ""vertical_shift_px"": 3}",10
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0011.png,Alegreya,serif,train,Modern Words,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000137,224x96,"{""actual_font_size"": 21, ""background"": ""dark"", ""background_rgb"": [10, 14, 37], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [199, 183, 179], ""horizontal_shift_px"": 11, ""jpeg_quality"": 88, ""letter_spacing_px"": 3, ""luminance_difference"": 166.67, ""requested_font_size"": 54, ""rotation_degrees"": 1.18, ""scale_factor"": 1.0068, ""vertical_shift_px"": 1}",11
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0012.png,Alegreya,serif,train,Visual Story,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000138,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [254, 249, 250], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [13, 53, 7], ""horizontal_shift_px"": 4, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 226.67, ""requested_font_size"": 60, ""rotation_degrees"": 0.49, ""scale_factor"": 1.0331, ""vertical_shift_px"": -4}",12
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0013.png,Alegreya,serif,train,New Project,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000139,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [245, 243, 253], ""blur_radius"": 0.42, ""contrast_style"": ""strong"", ""foreground_rgb"": [54, 46, 6], ""horizontal_shift_px"": -2, ""jpeg_quality"": 80, ""letter_spacing_px"": 1, ""luminance_difference"": 211.67, ""requested_font_size"": 44, ""rotation_degrees"": -2.128, ""scale_factor"": 0.9957, ""vertical_shift_px"": -2}",13
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0014.png,Alegreya,serif,train,Font Sense,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000140,224x96,"{""actual_font_size"": 30, ""background"": ""dark"", ""background_rgb"": [21, 28, 5], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [194, 206, 202], ""horizontal_shift_px"": 10, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 182.67, ""requested_font_size"": 62, ""rotation_degrees"": -0.818, ""scale_factor"": 0.9593, ""vertical_shift_px"": 2}",14
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0015.png,Alegreya,serif,train,Word Shapes,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000141,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [241, 238, 246], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [100, 103, 106], ""horizontal_shift_px"": 7, ""jpeg_quality"": 88, ""letter_spacing_px"": 1, ""luminance_difference"": 138.67, ""requested_font_size"": 30, ""rotation_degrees"": 0.138, ""scale_factor"": 0.9927, ""vertical_shift_px"": -2}",15
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0016.png,Alegreya,serif,train,Bright Future,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000142,224x96,"{""actual_font_size"": 19, ""background"": ""dark"", ""background_rgb"": [15, 27, 42], ""blur_radius"": 0.335, ""contrast_style"": ""soft"", ""foreground_rgb"": [195, 210, 210], ""horizontal_shift_px"": 5, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 177.0, ""requested_font_size"": 46, ""rotation_degrees"": 1.639, ""scale_factor"": 1.0486, ""vertical_shift_px"": -4}",16
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0017.png,Alegreya,serif,train,Digital Type,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000143,224x96,"{""actual_font_size"": 21, ""background"": ""light"", ""background_rgb"": [240, 238, 249], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [109, 92, 74], ""horizontal_shift_px"": -9, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 150.67, ""requested_font_size"": 34, ""rotation_degrees"": 1.285, ""scale_factor"": 0.9648, ""vertical_shift_px"": -1}",17
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0018.png,Alegreya,serif,train,Clear Design,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000144,224x96,"{""actual_font_size"": 22, ""background"": ""dark"", ""background_rgb"": [37, 36, 30], ""blur_radius"": 0.327, ""contrast_style"": ""strong"", ""foreground_rgb"": [239, 235, 234], ""horizontal_shift_px"": -7, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 201.67, ""requested_font_size"": 51, ""rotation_degrees"": -0.546, ""scale_factor"": 1.0405, ""vertical_shift_px"": -3}",18
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0019.png,Alegreya,serif,train,Editorial,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000145,224x96,"{""actual_font_size"": 31, ""background"": ""light"", ""background_rgb"": [250, 235, 236], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [76, 96, 70], ""horizontal_shift_px"": 11, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 159.67, ""requested_font_size"": 31, ""rotation_degrees"": -1.694, ""scale_factor"": 1.0247, ""vertical_shift_px"": -2}",19
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0020.png,Alegreya,serif,train,Daily Design,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000146,224x96,"{""actual_font_size"": 22, ""background"": ""dark"", ""background_rgb"": [27, 6, 17], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [236, 224, 229], ""horizontal_shift_px"": -8, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 213.0, ""requested_font_size"": 57, ""rotation_degrees"": 2.5, ""scale_factor"": 0.9889, ""vertical_shift_px"": 4}",20
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0021.png,Alegreya,serif,train,Type Study,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000147,224x96,"{""actual_font_size"": 28, ""background"": ""light"", ""background_rgb"": [238, 234, 235], ""blur_radius"": 0.277, ""contrast_style"": ""strong"", ""foreground_rgb"": [47, 16, 43], ""horizontal_shift_px"": 3, ""jpeg_quality"": 77, ""letter_spacing_px"": 2, ""luminance_difference"": 200.33, ""requested_font_size"": 47, ""rotation_degrees"": -1.71, ""scale_factor"": 0.9834, ""vertical_shift_px"": 1}",21
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0022.png,Alegreya,serif,train,Small Details,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000148,224x96,"{""actual_font_size"": 22, ""background"": ""light"", ""background_rgb"": [254, 239, 247], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [72, 70, 71], ""horizontal_shift_px"": -6, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 175.67, ""requested_font_size"": 35, ""rotation_degrees"": -0.864, ""scale_factor"": 1.0573, ""vertical_shift_px"": -4}",22
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0023.png,Alegreya,serif,train,Open Letters,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000149,224x96,"{""actual_font_size"": 22, ""background"": ""light"", ""background_rgb"": [249, 236, 253], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [70, 104, 107], ""horizontal_shift_px"": -8, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 152.33, ""requested_font_size"": 49, ""rotation_degrees"": -0.911, ""scale_factor"": 0.9679, ""vertical_shift_px"": -3}",23
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0024.png,Alegreya,serif,train,Good Morning,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000150,224x96,"{""actual_font_size"": 24, ""background"": ""light"", ""background_rgb"": [243, 245, 254], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [23, 7, 31], ""horizontal_shift_px"": 0, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 227.0, ""requested_font_size"": 54, ""rotation_degrees"": -1.699, ""scale_factor"": 0.9915, ""vertical_shift_px"": -3}",24
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0025.png,Alegreya,serif,train,Friendly,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000151,224x96,"{""actual_font_size"": 35, ""background"": ""light"", ""background_rgb"": [240, 253, 244], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [22, 41, 34], ""horizontal_shift_px"": -7, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 213.33, ""requested_font_size"": 47, ""rotation_degrees"": 2.073, ""scale_factor"": 1.0036, ""vertical_shift_px"": -3}",25
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0026.png,Alegreya,serif,train,Daily Notes,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000152,224x96,"{""actual_font_size"": 26, ""background"": ""dark"", ""background_rgb"": [20, 29, 9], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [220, 231, 250], ""horizontal_shift_px"": 2, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 214.33, ""requested_font_size"": 36, ""rotation_degrees"": -0.126, ""scale_factor"": 0.9506, ""vertical_shift_px"": 3}",26
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0027.png,Alegreya,serif,train,Simple Ideas,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000153,224x96,"{""actual_font_size"": 21, ""background"": ""dark"", ""background_rgb"": [39, 15, 21], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [247, 226, 249], ""horizontal_shift_px"": 8, ""jpeg_quality"": 83, ""letter_spacing_px"": 3, ""luminance_difference"": 215.67, ""requested_font_size"": 32, ""rotation_degrees"": 0.718, ""scale_factor"": 0.9799, ""vertical_shift_px"": -1}",27
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0028.png,Alegreya,serif,train,Hello World,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000154,224x96,"{""actual_font_size"": 24, ""background"": ""light"", ""background_rgb"": [232, 255, 244], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [100, 74, 100], ""horizontal_shift_px"": -2, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 152.33, ""requested_font_size"": 54, ""rotation_degrees"": 1.39, ""scale_factor"": 1.005, ""vertical_shift_px"": 4}",28
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0029.png,Alegreya,serif,train,Design Notes,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000155,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [252, 250, 254], ""blur_radius"": 0.4, ""contrast_style"": ""strong"", ""foreground_rgb"": [43, 55, 1], ""horizontal_shift_px"": -8, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 219.0, ""requested_font_size"": 30, ""rotation_degrees"": -0.516, ""scale_factor"": 0.9753, ""vertical_shift_px"": 2}",29
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0030.png,Alegreya,serif,train,Modern,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000156,224x96,"{""actual_font_size"": 40, ""background"": ""light"", ""background_rgb"": [255, 236, 241], ""blur_radius"": 0.186, ""contrast_style"": ""strong"", ""foreground_rgb"": [23, 41, 2], ""horizontal_shift_px"": 11, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 222.0, ""requested_font_size"": 40, ""rotation_degrees"": 0.832, ""scale_factor"": 1.0554, ""vertical_shift_px"": -3}",30
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0031.png,Alegreya,serif,train,Creative,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000157,224x96,"{""actual_font_size"": 39, ""background"": ""dark"", ""background_rgb"": [35, 14, 22], ""blur_radius"": 0.48, ""contrast_style"": ""soft"", ""foreground_rgb"": [175, 210, 194], ""horizontal_shift_px"": -2, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 169.33, ""requested_font_size"": 46, ""rotation_degrees"": -0.707, ""scale_factor"": 1.0406, ""vertical_shift_px"": -4}",31
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0032.png,Alegreya,serif,train,Modern Type,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000158,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [235, 244, 251], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [33, 50, 17], ""horizontal_shift_px"": -1, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 210.0, ""requested_font_size"": 54, ""rotation_degrees"": 1.362, ""scale_factor"": 0.9552, ""vertical_shift_px"": -1}",32
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0033.png,Alegreya,serif,train,Readable,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000159,224x96,"{""actual_font_size"": 37, ""background"": ""light"", ""background_rgb"": [255, 244, 243], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [43, 37, 7], ""horizontal_shift_px"": 4, ""jpeg_quality"": 74, ""letter_spacing_px"": 1, ""luminance_difference"": 218.33, ""requested_font_size"": 55, ""rotation_degrees"": -1.267, ""scale_factor"": 0.9842, ""vertical_shift_px"": 4}",33
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0034.png,Alegreya,serif,train,Design System,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000160,224x96,"{""actual_font_size"": 21, ""background"": ""light"", ""background_rgb"": [240, 254, 240], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [87, 94, 89], ""horizontal_shift_px"": 12, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 154.67, ""requested_font_size"": 51, ""rotation_degrees"": 2.207, ""scale_factor"": 0.9725, ""vertical_shift_px"": -4}",34
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0035.png,Alegreya,serif,train,Print Culture,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000161,224x96,"{""actual_font_size"": 24, ""background"": ""dark"", ""background_rgb"": [31, 25, 45], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [237, 221, 239], ""horizontal_shift_px"": -10, ""jpeg_quality"": null, ""letter_spacing_px"": 0, ""luminance_difference"": 198.67, ""requested_font_size"": 37, ""rotation_degrees"": 1.069, ""scale_factor"": 1.044, ""vertical_shift_px"": -2}",35
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0036.png,Alegreya,serif,train,Graphic Style,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000162,224x96,"{""actual_font_size"": 22, ""background"": ""light"", ""background_rgb"": [253, 234, 243], ""blur_radius"": 0.251, ""contrast_style"": ""strong"", ""foreground_rgb"": [25, 39, 20], ""horizontal_shift_px"": 12, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 215.33, ""requested_font_size"": 59, ""rotation_degrees"": 2.473, ""scale_factor"": 0.9703, ""vertical_shift_px"": -1}",36
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0037.png,Alegreya,serif,train,Reading Room,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000163,224x96,"{""actual_font_size"": 22, ""background"": ""light"", ""background_rgb"": [249, 234, 250], ""blur_radius"": 0.534, ""contrast_style"": ""soft"", ""foreground_rgb"": [103, 98, 93], ""horizontal_shift_px"": 0, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 146.33, ""requested_font_size"": 36, ""rotation_degrees"": -0.578, ""scale_factor"": 1.0022, ""vertical_shift_px"": 4}",37
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0038.png,Alegreya,serif,train,Future Vision,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000164,224x96,"{""actual_font_size"": 21, ""background"": ""dark"", ""background_rgb"": [12, 21, 44], ""blur_radius"": null, ""contrast_style"": ""soft"", ""foreground_rgb"": [182, 197, 205], ""horizontal_shift_px"": -11, ""jpeg_quality"": null, ""letter_spacing_px"": 2, ""luminance_difference"": 169.0, ""requested_font_size"": 59, ""rotation_degrees"": 1.535, ""scale_factor"": 0.9578, ""vertical_shift_px"": 4}",38
data/processed/fontsense_full/images/train/serif/Alegreya/Alegreya_0039.png,Alegreya,serif,train,Letterform,data/raw/fonts/google_fonts/serif/Alegreya__Alegreya[wght].ttf,84000165,224x96,"{""actual_font_size"": 26, ""background"": ""light"", ""background_rgb"": [253, 246, 246], ""blur_radius"": 0.241, ""contrast_style"": ""strong"", ""foreground_rgb"": [48, 16, 11], ""horizontal_shift_px"": 8, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 223.33, ""requested_font_size"": 37, ""rotation_degrees"": 1.504, ""scale_factor"": 1.0075, ""vertical_shift_px"": 4}",39
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0000.png,Bree Serif,serif,train,Bold Shapes,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,84010133,224x96,"{""actual_font_size"": 22, ""background"": ""light"", ""background_rgb"": [252, 236, 255], ""blur_radius"": 0.351, ""contrast_style"": ""soft"", ""foreground_rgb"": [74, 92, 78], ""horizontal_shift_px"": 5, ""jpeg_quality"": 87, ""letter_spacing_px"": 1, ""luminance_difference"": 166.33, ""requested_font_size"": 46, ""rotation_degrees"": 0.661, ""scale_factor"": 0.966, ""vertical_shift_px"": -2}",0
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0001.png,Bree Serif,serif,train,Hello Reader,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,84010134,224x96,"{""actual_font_size"": 17, ""background"": ""light"", ""background_rgb"": [239, 233, 243], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [23, 40, 35], ""horizontal_shift_px"": -1, ""jpeg_quality"": null, ""letter_spacing_px"": 3, ""luminance_difference"": 205.67, ""requested_font_size"": 58, ""rotation_degrees"": 1.593, ""scale_factor"": 1.0434, ""vertical_shift_px"": 2}",1
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0002.png,Bree Serif,serif,train,Visual Form,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,84010135,224x96,"{""actual_font_size"": 24, ""background"": ""dark"", ""background_rgb"": [39, 10, 28], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [246, 251, 246], ""horizontal_shift_px"": -2, ""jpeg_quality"": 73, ""letter_spacing_px"": 0, ""luminance_difference"": 222.0, ""requested_font_size"": 46, ""rotation_degrees"": -0.513, ""scale_factor"": 0.9412, ""vertical_shift_px"": 3}",2
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0003.png,Bree Serif,serif,train,Modern Type,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,84010136,224x96,"{""actual_font_size"": 21, ""background"": ""light"", ""background_rgb"": [255, 251, 255], ""blur_radius"": null, ""contrast_style"": ""strong"", ""foreground_rgb"": [14, 32, 8], ""horizontal_shift_px"": 6, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 235.67, ""requested_font_size"": 61, ""rotation_degrees"": 1.339, ""scale_factor"": 1.0181, ""vertical_shift_px"": -2}",3
data/processed/fontsense_full/images/train/serif/Bree_Serif/Bree_Serif_0004.png,Bree Serif,serif,train,Modern,data/raw/fonts/google_fonts/serif/Bree_Serif__BreeSerif-Regular.ttf,84010137,224x96,"{""actual_font_size"": 34, ""background"": ""light"", ""background_rgb"": [249, 239, 241], ""blur_radius"": 0.292, ""contrast_style"": ""soft"", ""foreground_rgb"": [85, 75, 105], ""horizontal_shift_px"": 8, ""jpeg_quality"": null, ""letter_spacing_px"": 1, ""luminance_difference"": 154.67, ""requested_font_size"": 34, ""rotation_degrees"": 1.889, ""scale_factor"": 1.0566, ""vertical_shift_px"": 4}",4
