image_path,family,category,split,predicted_category,confidence,uncertain,correct,inference_ms,probability_display,probability_handwriting,probability_monospace,probability_sans_serif,probability_serif
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0023.png,Open Sans,sans_serif,test,monospace,0.44149765372276306,True,False,13.450999977067113,0.0150159802287817,0.04034389927983284,0.44149765372276306,0.37433961033821106,0.12880286574363708
data/processed/fontsense_full/images/test/monospace/Fira_Mono/Fira_Mono_0029.png,Fira Mono,monospace,test,serif,0.4495195150375366,True,False,4.192300024442375,0.008253354579210281,0.0018880859715864062,0.4281197786331177,0.11221931129693985,0.4495195150375366
data/processed/fontsense_full/images/test/monospace/Fira_Mono/Fira_Mono_0015.png,Fira Mono,monospace,test,sans_serif,0.4556191861629486,True,False,15.812300029210746,0.01597789116203785,0.005120319314301014,0.4379299581050873,0.4556191861629486,0.08535262197256088
data/processed/fontsense_full/images/test/monospace/Sometype_Mono/Sometype_Mono_0039.png,Sometype Mono,monospace,test,sans_serif,0.46189388632774353,True,False,2.6774000143632293,0.00774393929168582,0.01962193474173546,0.3425498902797699,0.46189388632774353,0.16819047927856445
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0025.png,Oxygen,sans_serif,test,serif,0.4695395827293396,True,False,12.536199996247888,0.004545941017568111,0.006167862098664045,0.08575955778360367,0.4339871406555176,0.4695395827293396
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0024.png,Raleway,sans_serif,test,monospace,0.47400903701782227,True,False,6.105199921876192,0.0073387110605835915,0.01535857655107975,0.47400903701782227,0.3700689971446991,0.1332247108221054
data/processed/fontsense_full/images/test/monospace/Fira_Mono/Fira_Mono_0039.png,Fira Mono,monospace,test,sans_serif,0.4792884588241577,True,False,2.51290004234761,0.010592467151582241,0.021277304738759995,0.3347996473312378,0.4792884588241577,0.1540421098470688
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0032.png,Pacifico,handwriting,test,display,0.4795808792114258,True,False,3.9163000183179975,0.4795808792114258,0.3200916051864624,0.06143008917570114,0.07130932062864304,0.06758814305067062
data/processed/fontsense_full/images/test/serif/Cormorant_Garamond/Cormorant_Garamond_0002.png,Cormorant Garamond,serif,test,monospace,0.48321741819381714,True,False,16.005100100301206,0.0008162035373970866,0.0027953756507486105,0.48321741819381714,0.09362871199846268,0.4195423424243927
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0031.png,Pacifico,handwriting,test,monospace,0.4840778410434723,True,False,2.4672000436112285,0.06993290781974792,0.2506490647792816,0.4840778410434723,0.14171792566776276,0.05362223833799362
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0019.png,Open Sans,sans_serif,test,monospace,0.49359938502311707,True,False,5.511800060048699,0.011126984842121601,0.07268492877483368,0.49359938502311707,0.30136609077453613,0.121222585439682
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0031.png,Raleway,sans_serif,test,monospace,0.4980302155017853,True,False,5.426599993370473,0.003906549420207739,0.016072165220975876,0.4980302155017853,0.3007986545562744,0.1811923235654831
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0022.png,Libre Baskerville,serif,test,monospace,0.5014718174934387,True,False,3.2429000129923224,0.04009866714477539,0.013282909989356995,0.5014718174934387,0.2086157202720642,0.2365308254957199
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0039.png,Libre Baskerville,serif,test,monospace,0.5020479559898376,True,False,11.953799985349178,0.0029173085931688547,0.00039734182064421475,0.5020479559898376,0.12192680686712265,0.37271061539649963
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0014.png,Libre Baskerville,serif,test,monospace,0.5038926601409912,True,False,3.5328000085428357,0.010451054200530052,0.002226856304332614,0.5038926601409912,0.20753605663776398,0.2758933901786804
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0034.png,Pacifico,handwriting,test,display,0.5091562867164612,True,False,3.5348000237718225,0.5091562867164612,0.48618412017822266,0.0024061391595751047,0.0021887326147407293,6.474668043665588e-05
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0002.png,Libre Baskerville,serif,test,monospace,0.5122994780540466,True,False,12.18159997370094,0.019576266407966614,0.0014734453288838267,0.5122994780540466,0.12747962772846222,0.33917123079299927
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0002.png,Oxygen,sans_serif,test,serif,0.5284439325332642,True,False,12.24700000602752,0.010043746791779995,0.0047319126315414906,0.11989352107048035,0.3368869423866272,0.5284439325332642
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0035.png,Oxygen,sans_serif,test,serif,0.5410528779029846,True,False,5.605100071989,0.0025315710809081793,0.0011790915159508586,0.11676747351884842,0.338468998670578,0.5410528779029846
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0026.png,Oxygen,sans_serif,test,serif,0.5422358512878418,True,False,3.7945000221952796,0.002879115752875805,0.007622203323990107,0.1885490119457245,0.25871381163597107,0.5422358512878418
data/processed/fontsense_full/images/test/handwriting/Pacifico/Pacifico_0020.png,Pacifico,handwriting,test,display,0.5429370403289795,True,False,13.869900023564696,0.5429370403289795,0.42662253975868225,0.02005811780691147,0.008913865312933922,0.0014684442430734634
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0004.png,Raleway,sans_serif,test,serif,0.5476465821266174,True,False,15.187899931333959,0.0027426532469689846,0.004828449338674545,0.08622922003269196,0.35855305194854736,0.5476465821266174
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0029.png,Open Sans,sans_serif,test,serif,0.5528680086135864,True,False,13.141999952495098,0.0033252909779548645,0.020899789407849312,0.03823050111532211,0.38467636704444885,0.5528680086135864
data/processed/fontsense_full/images/test/serif/Libre_Baskerville/Libre_Baskerville_0003.png,Libre Baskerville,serif,test,monospace,0.5535102486610413,True,False,2.1019000560045242,0.025861041620373726,0.01555689424276352,0.5535102486610413,0.16272233426570892,0.24234943091869354
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0003.png,Open Sans,sans_serif,test,monospace,0.554940402507782,True,False,3.5717999562621117,0.008099631406366825,0.01541677862405777,0.554940402507782,0.23020872473716736,0.19133441150188446
data/processed/fontsense_full/images/test/sans_serif/Open_Sans/Open_Sans_0011.png,Open Sans,sans_serif,test,monospace,0.5573551058769226,True,False,2.3828999837860465,0.0034172055311501026,0.004682683385908604,0.5573551058769226,0.32790398597717285,0.10664098709821701
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0018.png,Oxygen,sans_serif,test,monospace,0.561522901058197,True,False,14.345500036142766,0.023150630295276642,0.09551601856946945,0.561522901058197,0.2948653995990753,0.024945078417658806
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0004.png,Oxygen,sans_serif,test,serif,0.5626874566078186,True,False,13.86780000757426,0.0041149999015033245,0.013113484717905521,0.09702889621257782,0.32305511832237244,0.5626874566078186
data/processed/fontsense_full/images/test/serif/Merriweather/Merriweather_0024.png,Merriweather,serif,test,monospace,0.5680361390113831,True,False,10.675500030629337,0.010494086891412735,0.0008053814526647329,0.5680361390113831,0.12996871769428253,0.2906956374645233
data/processed/fontsense_full/images/test/sans_serif/Oxygen/Oxygen_0007.png,Oxygen,sans_serif,test,monospace,0.5883495807647705,True,False,2.684399951249361,0.0069471183232963085,0.04780205339193344,0.5883495807647705,0.2859284281730652,0.07097290456295013
data/processed/fontsense_full/images/test/sans_serif/Raleway/Raleway_0011.png,Raleway,sans_serif,test,serif,0.5985941290855408,True,False,2.596599981188774,0.005911586340516806,0.0006005061441101134,0.058682117611169815,0.3362117111682892,0.5985941290855408
